outputFiles/varyAutomationThinningMachineTue_Feb_14_16:59:39_2012/105/2aRJ_D.txt
i	cranes		cranehead		Prod	QueuePerc	WorkPerc	ChopPerc	groundAratio	Amove	AmoveArmin	AmoveArmOut	Adumptrees	Achop
####
1	1	RJ	253.6452	1.5022	34.6507	36.2963	0.2702	False	True	True	True	False
2	1	RJ	250.2237	1.1432	33.0068	38.5185	0.2990	False	True	True	True	False
3	1	RJ	258.4176	1.2245	34.1785	40.7407	0.3128	False	True	True	True	False
4	1	RJ	258.4257	1.2398	34.1795	40.7407	0.3128	False	True	True	True	False
5	1	RJ	239.4998	0.8622	33.1725	34.8148	0.2610	False	True	True	True	False
6	1	RJ	245.3635	1.4020	32.9392	36.2963	0.2824	False	True	True	True	False
7	1	RJ	257.3811	1.4449	33.3914	40.7407	0.3128	False	True	True	True	False
8	1	RJ	232.5532	0.9334	33.1946	33.3333	0.2299	False	True	True	True	False
9	1	RJ	232.6047	0.9253	33.2019	33.3333	0.2299	False	True	True	True	False
10	1	RJ	231.1861	0.7364	32.7982	34.0741	0.2401	False	True	True	True	False
11	1	RJ	244.9140	1.3683	32.8788	36.2963	0.2824	False	True	True	True	False
12	1	RJ	229.4008	0.6892	32.7428	33.3333	0.2297	False	True	True	True	False
13	1	RJ	238.2087	1.0054	33.4563	33.3333	0.2489	False	True	True	True	False
14	1	RJ	256.8959	1.5968	34.0344	37.7778	0.2887	False	True	True	True	False
15	1	RJ	257.0888	1.3324	34.1740	40.0000	0.3060	False	True	True	True	False
16	1	RJ	254.6240	1.2054	34.0449	39.2593	0.3016	False	True	True	True	False
17	1	RJ	256.7969	1.7026	34.4617	38.5185	0.2884	False	True	True	True	False
18	1	RJ	235.6219	0.9572	33.7341	33.3333	0.2401	False	True	True	True	False
19	1	RJ	245.0577	1.3766	32.8981	36.2963	0.2824	False	True	True	True	False
20	1	RJ	239.6643	1.3571	32.3290	35.5556	0.2719	False	True	True	True	False
21	1	RJ	239.5868	0.7884	33.6058	33.3333	0.2445	False	True	True	True	False
22	1	RJ	237.9652	0.9074	33.6950	34.0741	0.2335	False	True	True	True	False
23	1	RJ	239.5900	0.7881	33.6062	33.3333	0.2445	False	True	True	True	False
24	1	RJ	245.4676	1.2354	32.7194	37.0370	0.2842	False	True	True	True	False
25	1	RJ	238.3862	0.7182	34.1298	33.3333	0.2401	False	True	True	True	False
26	1	RJ	239.6654	1.3571	32.3292	35.5556	0.2719	False	True	True	True	False
27	1	RJ	231.0859	0.7275	33.2586	32.5926	0.2260	False	True	True	True	False
28	1	RJ	235.5624	0.8229	33.1441	34.8148	0.2421	False	True	True	True	False
29	1	RJ	254.6386	1.2079	34.0469	39.2593	0.3016	False	True	True	True	False
30	1	RJ	259.6418	1.3907	33.8444	40.0000	0.3058	False	True	True	True	False
31	1	RJ	238.2155	1.0045	33.4572	33.3333	0.2489	False	True	True	True	False
32	1	RJ	239.3563	0.9500	34.1438	33.3333	0.2277	False	True	True	True	False
