39551 50 40099117100000 32110415162242039117004151622420391170
3551001100404719624264160050095          450  050075              02350201
3551002101801020025284150043080          350  050                 02290194
3551003106104729434367190060075          392  062113              05910516
3551004111001019222236190060095          240  060080              02580225
3551005114302926622369170070095          470  070120              04670416
3551006122901017820228155060095          247                      01910165
3551007126402928636366180060070          380  068103              05290456
3551008131001031249369190055085          356  067104              06510546
3551009138402823131289190065105          350  072095              03710318
3551010140901023529315185060105          360  063080              03800328
3551011142304527426346190060095          580  058110              05330474
3551012149000929637396200060100          580  065120              06350551
3551013101508419222258155045085          340  050                 02190188
3551014109508226533342185065095          350  070112              04780412
3551015113408223228319170055060          360  060090              03310285
3551016119906332044399185035085          487  053112              06820582
3551017123708024230298185060100          367  061100              04010346
3551018127808128333358195060110          367  067113              05790505
3551019131309920424260160040095          350  057068              02560220
3551020134006220124252160045090          230  045053              02460211
3551021135409926635360180050095          450  061102              04690401
3551022143708019022258155055095          240  060                 02170186
3551023101611517320230150050065          230  045                 01690145
3551024108813327034327175043085          380  043110              04700403
3551025111611523828324190065095          350  065100              03950344
3551026115811522026286155048080          357  060                 02850244
3551027121013322327321170050095          357  051076              03190274
3551028124813224730304185065105          350  070103              04200364
3551029137513029239396190070110          450  072                 05970511
3551030141413125031323205070110          360  071100              04660406
3551031143811529437405185050105          590  064103              05940511
3551032149514917720230155055095          240  053                 01890163
3551033100716629538375170055085          360  050100              05480468
3551034106816723028315145047075          391  047077              02940250
3551035112716820632237145046065          240  056066              02270187
3551036118518325431341170055075          497  055098              04030347
3551037122916724240301190065110          350  070100              04000332
3551038131515021227281175070105          240  075086              02960254
3551039136518516819261170060105          230  040                 01840159
3551040143016623730299160040100          350  053080              03450294
3551041105922327635394160038085          370     085              04590391
3551042110020522327311160042090          470  054090              03030259
3551043111823826635382160030075          470  040100              04200356
3551044114220517020238140033080          240                      01580135
3551045118023823629276150038085          497     090              03210273
3551046122322129239370185055085          360  059121              05690488
3551047132520628730371185065095          360  074114              05690500
3551048134223730437383200055080          390  053120              06580573
3551049140322031838416200031085          580  056120              07250632
3551050142223626628323205060100          350  083110              05310470
3551051146220222132291155050085          350  067                 02840237
3551052108325823528336155046080          350  045075              03250278
3551053112229327635353160043090          480  043102              04620394
3551054116329324234302165037080          350     086              03550299
3551055117527423328316170047090          460  053103              03460298
3551056124329225732335165055110          470  068098              04200359
3551057124525626032369170048100          461  061106              04350373
3551058127727316619224150050080          341                      01590136
3551059128528626634341175040110          360  048080              04680401
3551060137827227234344210075115          350  084123              05650491
3551061145527224027308160055085          350  058095              03510303
3551062103831318922282150055080          350  055065              02060176
3551063105034628436354160049080          480  049100              04830412
3551064105731323224313170050090          357  052105              03470304
3551065112034620432265140038090          357     041              02250183
3551066121532825732305165042085          491  049105              04080349
3551067128031028032349195050110          387  058104              05680496
3551068129434630842381190035110          480  049108              06620566
3551069133632615418220150033090          247                      01380118
3551070135234428035353195060085          370  059110              05490475
3551071139930827026368180050070          360  055103              04830427
3551072144030722827287165060085          360  059080              03230278
3551073147732521124294165060100          464  062081              02820244
3551074100936620332272125023070          360     055              02000161
3551075102539928041321170037095          350     100              04920413
3551076106539920624272150060085          360  057075              02460211
3551077114638027034372160050075          360  050103              04340371
3551078119136320123279150032080          350     070              02330200
3551079124839818622260160045085          350  045045              02100180
3551080128838022135291155055095          357  044075              02840234
3551081134738128636361180060080          480  066108              05350461
3551082141236224830305170050070          360  049090              03830330
3551083147336323629292160060095          480  063095              03410291