39452 50 20056120100000 15230730288222039520707302882220395207
3452059104819422126297210060135180160125 360  060125              03820334
3452060107215022623311210075125180160120 370  120                 04010356
3452061111217624929308210070130180160125 360  110125              04830423
3452062114318617520218190060090150130030 242                      02130186
3452063118018620016252190065115160145095 240  080                 02930264
3452064121818120321268210018115170150100 250  100                 03200284
3452065123719319715264210055135170145095 240  085                 03130285
3452066124416120118258200055130160140100 240  120                 03100278
3452067127517023428309200021115170150120 367     120              04050352
3452068127918718720260210100145160135048 240  070                 02780246
3452069131219322120294210060125170150110 360  085110              03870347
3452070135719716819221180055105150125050 132  090                 01920167
3452071140115724122300230070145190170130 380  080130              05010452
3452072143217217518232190060125145110035 250  085                 02230197
3452073145418821121312200055125170150105 350  055105              03370299
3452074100922522220294190055110160140100 240  095                 03570318
3452075104723221823277190055085150135100 250  120                 03310292
3452076109121519721263200048090160145085 240  115                 02830249
3452077109220020212257220055110180160105 140  130                 03380313
3452078110123724630305230065125190170130 250  080130              05010439
3452079114621819518250190055115150135080 240  050080              02760246
3452080116524525229305210060115170160135 377  060085              04880429
3452081120024519826271200060110160145080 240  110                 02860246
3452082121221324322314190031125160145115 247  050075              04340387
3452083125021823821334220010110190170140 350  055140              04590414
3452084125520623420324220055120180160125 140  070120              04490406
3452085129122722120298210055110180160120 240  085120              03810342
3452086130224824127307220003125190160125 397     085              04680413
3452087135922622523298220048120180150110 250  050110              04090365
3452088138320820924245190015095150130085 245  050075              03050266
3452089138924727431380230021135190170135 380     135              06310558
3452090142120223730315200020095160145095 240  060095              04040350
3452091142522518725235190020110160130060 230  040060              02450210
3452092144424923427292200060105170150120 260  080120              04020352
3452093147223918320243170021105150130055 236     055              02190190
3452094102226614617192160060100115080010 130  040                 01320113
3452095105825627229360220017140190170145 390  075145              06070538
3452096108127117816234210085120170150040 137     040              02500224
3452097109829218023238200075120160140070 147     070              02390207
3452098113126322024292210055130180160120 250  145                 03790335
3452099116129224121313210035135180160125 376  050125              04650419
3452100119825724133321210010120180160120 260  060120              04410379
3452101125625723023290220014125190170125 350  125                 04310384
3452102130127518025229220060135180150070 250  115                 02580222
3452103133326927231340240050135200180150 380  075140              06420569
3452104136525227234340230023145200180160 370     160              06210543
3452105139428619315253210021130170150095 147     095              02990272
3452106140729521825278210060115170150110 150  135                 03660321
3452107146128026429378220015125190170140 397     070              05630498
3452108149027328133367220011115190170145 350     145              06280552
3452109100832020816260210055140170150115 255  065115              03510319
3452110103730620320292220055135180160110 240  140                 03390303
3452111104833526735366230055140190170140 390  095140              05930516
3452112107930527334381220070135190170145 360  090145              06000524
3452113112730528631337210009135180160145 477     145              06440569
3452114114034225917349210050120170150115 252     070              05390494
3452115118433419015238200055130160145085 240  125                 02790253
3452116120330624924313220045125190170130 250  095130              05060453
3452117121632022820305220065150190170135 360  140                 04370394
3452118123130222432310210060135180160120 390  070120              03850329
3452119126333323530311200050125170150120 250  130                 04090354
3452120126330021218268210029140170150100 260  130                 03620327
3452121129630822022291200023130170150115 350     115              03680327
3452122131930515620213180060120150120035 130  080                 01660142
3452123132934922523276200055125170150125 357     125              03830339
3452124135830318020260210060130170145070 140  115                 02540223
3452125135834727337337220012135190170140 280     140              05950514
3452126138533322829299210050130170150105 360  085105              04020348
3452127142133626725354230016125200180145 370  055145              06030543
3452128145234122722304210055130180160120 367     120              04080364
3452129148631326128324210015120180160120 350  050120              05300468
3452130100336919623287200060120170145075 240  070                 02860249
3452131102338421122277210080125180160115 260  125                 03490309
3452132104839422126297210060135180160125 360  060125              03820334
3452133107235022623311210075125180160120 370  120                 04010356
3452134111237624929308210070130180160125 360  110125              04830423
3452135114338617520218190060090150130030 242                      02130186
3452136118038620016252190065115160145095 240  080                 02930264
3452137121838120321268210018115170150100 250  100                 03200284
3452138123739319715264210055135170145095 240  085                 03130285
3452139124436120118258200055130160140100 240  120                 03100278
3452140127537023428309200021115170150120 367     120              04050352
3452141127938718720260210100145160135048 240  070                 02780246
3452142131239322120294210060125170150110 360  085110              03870347
3452143135739716819221180055105150125050 132  090                 01920167
3452144140135724122300230070145190170130 380  080130              05010452
3452145143237217518232190060125145110035 250  085                 02230197
3452146145438821121312200055125170150105 350  055105              03370299