29153 50 40160212000901534320790066137008407805050621710123092
2153001201903820620361115010010095075040 563                      01750142
2153002205002307210109045002005009002    110                      00110008
2153003207102315718184085004013060040015 220                      00810064
2153004213901510113151055002008025013001 120                      00250019
2153005214501706910100033002010005001    137     050              00090006
2153006218200134121430170005012150135115 57                       06360556
2153007322602710410151060021021035014001 248                      00250020
2153008324602409209133075025025025010    247                      00240019
2153009324602705605078050015015001       137                      00060005
2153010234201307710108060008008015002    120                      00160012
2153011235400524220272140012028115100070 373                      02900244
2153012340200807807100045020028032001    178                      00110009
2153013243000124220254125007025105085045 351                      02580216
2153014242901316116229095003010080045020 340                      00940076
2153015344201406606092060016025006       138                      00100008
2153016244501518919263115024024075070038 575                      01530124
2153017249704625220365135010022115100060 560     040              02980252
2153018302707007207130055015022011010    238                      00110009
2153019303206215014190080040039055045013 599                      00660054
2153020206309314914224100001001075045012 350                      00840069
2153021207506907811125050005011015004    120                      00140011
2153022209707709012137055001001025008    130                      00200015
2153023210406019519298120001010095065028 353                      01660135
2153024212408216018238095001009065040020 230                      00920073
2153025214006009012127060004010028010    120                      00220016
2153026214806306410098045001009007       110                      00090006
2153027217105519619271110006012080050030 230                      01540125
2153028218309628120350130007012105085065 570                      03440295
2153029222108323920313130017017105085060 460                      02600217
2153030231205318724224110006015090070030 450                      01420109
2153031231306119419224110008020085065035 341                      01530124
2153032232308025520384130006016120090055 563                      02910246
2153033233707516918219105007014080045020 240                      01130090
2153034235608809913128075004004040012    120                      00310023
2153035237505006710120050001004011003    139                      00110008
2153036238305225120277130001012100075050 570                      02810237
2153037240809911915142070001006040023    120                      00410031
2153038343007619419247100025025080065045 490                      01300107
2153039243909007511098050003007013       120                      00130010
2153040244407607910127050001002021003    010                      00150011
2153041246109608612119050002005019001    130                      00170013
2153042202312519319249090012023060045025 471                      01270103
2153043302711311211193080022030050035004 368                      00370030
2153044205412616618166095001006070040025 340                      00980078
2153045309010018719213090021021070045030 691                      01090089
2153046309510014514185055027038045035010 459                      00450036
2153047210712316218191060004016045035017 351                      00670052
2153048328710408108121050011015021002    238                      00130010
2153049333210210010140060014018030013    348                      00230018
2153050236613514810195085009011050035010 120                      00730063
2153051336812706106074065031031          120                      00100008
2153052336912605806073065031033          120                      00090007
2153053340514509709169050017017028011001 369                      00180015
2153054340714216716282115029032090055025 460                      01110093
2153055342011808208114070025042025002    248                      00180015
2153056242612415217232100001007075045013 230                      00880070
2153057242712710614145075007025045020    120                      00360027
2153058242812906409076045007011001       129                      00090007
2153059243214110413153070001012030014001 340                      00320025
2153060344512909409133085025032040010    248                      00280023
2153061244612018812243115001026085050035 348                      01520132
2153063204318117018232075001003050035020 330                      00830066
2153064210216814417190085004015045025010 358                      00700054
2153065210617515818175070003011045038015 345                      00700055
2153066211617614617180065003006045028011 280                      00570044
2153067215418115017225075010014045030013 380                      00680053
2153068224417718919236090018035055045020 681                      01250101
