39554 50 40122231001000     0230476320206841902304763202068419
3554001218501053420736350060145          360  154194              33973117
3554002235004443619607340018130          350  131193              23282111
3554003240201742719609370055105          340  133209              24772238
3554004248101345819734310015110          240     168              22352034
3554005100606040242564290140200          474  056165              17171547
3554006206009045219695330022115          350  091157              23642148
3554007209005441619556310009075          240  083148              18691686
3554008229006037319558300041160          340  130                 15701407
3554009243905641319714320022155          340  112182              20021810
3554010248906642219615330026110          240  114154              21061903
3554011201512232919529270019065          240  061138              10650940
3554012222010043519676300042160          240  134174              20281842
3554013227510051020900350019110          240  087172              30932825
3554014231513248219660350010170          360  139189              29002652
3554015239610534619441310028120          240  117157              14161258
3554016247011549719610330017145          350     167              28102576
3554017210515445419701300037070          240  091165              20691880
3554018215919042419715280017090          240  091159              17211556
3554019219216635719604280050130          244  130170              13231180
3554020225517040819610340036090          240  130174              20501846
3554021237217655221813380014160          250  134197              39893656
3554022237518547719715350021145          340  136217              28172572
3554023200720535619597270045149          350  115155              12751138
3554024205520642419649310022100          350  096137              19551768
3554025214524348821686330009115          360  115155              26842436
3554026221223742019615340012120          240  117157              21801969
3554027225022050420844350026110          350  124194              30332768
3554028243322535319595310043100          244     175              14481288
3554029247922528619412270044105          240  099139              08660754
3554030204226541619572290027070          240  089154              17171549
3554031209529544819615340020120          350  110163              24232200
35540322146278368  516330039125          240  142182              16981653
3554033227426336519559320011110          240  107158              16001428
3554034241528342417610320025105          240  132172              20381858
3554035242425043219673350010110          240  088164              23562132
3554036201530540819524320044070          340  121161              18791691
3554037216534939219538320018120          350  115158              18061623
3554038222930437017443310016130          240  160                 15881433
3554039227833538619615310021110          240  117166              16841511
3554040233030544619586350088090          240  131181              24582228
3554041243030543219556320018125          230  125174              21241925
3554042211036033619445290030070          240  106                 12091069
3554043221539041019586310005080          240  103148              18301649
3554044236835036019598320033155          230  127167              15991427
3554045238039040719743320018080          240  119159              18811693
3554046247039845619642340021080          340  132193              24452220