39552 50 40099117100000 32110390177262045417203901772620454172
3552001104402138054452215047100          460  065135              10910936
3552002106004920826320150039070          240  042060              02450208
3552003111204928941370170055085          350  066100              05200439
3552004114704422630286175029100          350     080              03330284
3552005116501437256352175047070          360  048094              08590722
3552006125304027839308170020075          467     082              04760403
3552007129300128641381180037105          367     113              05430459
3552008130901328743344180055100          470  059110              05410455
3552009136502425657302170040090          360  040095              03840299
3552010138404228947353175044090          480     115              05260436
3552011141800228632378175046090          360  046113              05360466
3552012147203426431350180050075          370  055106              04570396
3552013100905424634324180060090          360  060082              03970337
3552014106109524032322150050078          460  057078              03270275
3552015120106825838339155030090          470     095              03880323
3552016125309827138344185042085          360  042115              04880415
3552017133006929242350175048095          474  048                 05480462
3552018143805726344345175048110          360     108              04440365
3552019147209132645422170037095          460  047110              06720569
3552020104514620028242150050075          230  055                 02250188
3552021116612924651351165065100          240  045079              03560280
3552022121910529236371180024100          580     100              05720493
3552023127311625435331175044105          360  044086              04210357
3552024133011232849400200055085          360  060120              07530639
3552025136714230141376180050095          360  059115              05980509
3552026138510325540336175043100          340  056085              04160346
3552027142012326639360175060095          340  059108              04540382
3552028147413029737398185048060          370  048115              05770499
3552029104415626637361155045080          360  055080              04100345
3552030111319420130285130030080          240     045              02050168
3552031114816926234330180070093          350  085108              04540390
3552032121916122029298150038100          240     043              02830238
3552033122018124746308195047105          240  047095              04150338
3552034127317529142400180039100          360  057110              05590472
3552035131017030942407180055080          370  055115              06200529
3552036141917822532300155038105          351  050080              03020253
3552037149219230239376200050070          360  058110              06390553
3552038100922225635353170039075          360     093              04050344
3552039114724628140350180037070          360     090              05040428
3552040116722628641370175029090          360  042095              05230442
3552041121922032147393210047100          470  058125              07620650
3552042133220936131453230063105          590  066125              10910988
3552043136820623531324175065095          346  065080              03580306
3552044138624327235344165046090          460  046090              04580391
3552045144123633246410190048080          470  048118              07440636
3552046101025619624287150044095          240  044                 02250191
3552047104425227035330170055060          377     082              04450381
3552048106229630450372180034085          360  040107              05900489
3552049109725121828314150034085          347  043                 02730231
3552050114828726537321170060095          350  063090              04430375
3552051120328524632310165065095          250  065091              03770320
3552052127229127244375180043105          360  054100              04840402
3552053127325517842222170070105          240  050                 01870143
3552054131125026637342160047075          350  047105              04170352
3552055133328729042384175047105          360  056110              05460460
3552056142127522429321160055080          360  060063              03000255
3552057149229126341328205055095          360  064113              04960419
3552058101031623131276165038090          360  042080              03290279
3552059104431523632296175050085          350  058087              03560303
3552060109233120426258155030075          350  051063              02420206
3552061116734525134315180030090          360     102              04140353
3552062122034221637303150041080          360  053065              02580209
3552063122030023031321160030065          340  053066              03090262
3552064125433423131285175055110          247  060065              03510299
3552065131334426637332185070090          366  069110              04730403
3552066136932222130276160060065          240  062067              02850241
3552067142333628633344180055090          480  056102              05460474
3552068147633024143336155045080          340  045080              03270264
3552069101139325335339155033070          392     100              03670308
3552070106336623434313150019095          350     071              03150262
3552071114936729042372180036095          470  044105              05510466
3552072120238633351394185038080          367  049115              07250610
3552073127335122129291170037080          360  041075              03050260
3552074127439120025275150035090          350  050                 02320197
3552075137038416832221150060095          230                      01570124
3552076138736724331299165046095          347  046067              03680314
3552077144237426444343180050095          350  052102              04490371
3552078149436726242319170025070          370     100              04140343