29251 50 40200216000703322311310118126009009308201101570135114
2251001203703005508065038005020          019                      00060005
2251002204102013814187110016050070045003 130                      00870070
2251003204902900911133100055060050012    112                      00040005
2251004205100208610119042009016026005    129                      00160012
2251005205300613614199125017028075050008 231                      00940076
2251006205603207910099070013027015       123                      00200015
2251007205703613714182115011031065042001 232                      00870071
2251008206202820220317140011025100085050 230                      02110171
2251009207101206609092048006009002       012                      00100007
2251010212103406309085050003008002       010                      00090007
2251011212701620218304150026036120105065 230  041                 02300191
2251012213401810512133070013021035018    358                      00330026
2251013213501113514163120007010090045003 130                      00870070
2251014231200710912135060012015028019    259                      00310025
2251015232200319619253135015034095080042 230                      01940159
2251016232301316817232125016021090070030 270                      01350109
2251017235501408710120080003005030006    020                      00260020
2251018336102927724327170105105130120095 690                      04510381
2251019236701809911137085008008045012    120                      00350027
2251020239600410912169085014024037018001 123                      00430034
2251021241401217516222130007007095080031 230                      01480122
2251022201609214815209125016060100075012 120                      01130092
2251023201405207510095055019030013       112                      00150011
2251024202008405608070050011011          010                      00080005
2251025202905213014173115016042070044002 120                      00810065
2251026203206707009080060012039          010                      00140011
2251027203505206509099070008021002       020                      00130010
2251028203805008210099070014035020       010                      00220017
2251029204006706909084055011035004       110                      00130010
2251030204008207810105085019048014001    012                      00240018
2251031204508815217193120033060085065013 220                      01140090
2251032204807911913159100016027055025003 120                      00590047
2251033204807005708068036007016          029                      00070005
2251034213207011813168085027027040025003 242                      00490039
2251035214307516717201125009017085070022 120                      01330107
2251036217109015916232135014034080060018 232                      01350110
2251037217207520220263135014016110100055 230                      02000163
2251038219008520820278140015017110100065 120                      02200180
2251039221108205207060038007007          027                      00050004
2251040225508010112125070007011023013    120                      00300024
2251041225809708308129075002011018005    110                      00220018
2251042226207809211127060002012024006    122                      00230017
2251043226607006509077060006007001       019                      00120008
2251044228606718618237120020020085075040 450                      01540126
2251045231307218318257150025025110080044 450                      01920156
2251046231308707610090060005008014       128                      00160012
2251047337005228725356170100100120120095 780                      04810407
2251048342107508508105045030030020001    232                      00130011
2251049342107112911150050023038045027002 342                      00330027
2251050342307514112155085025032050037004 380                      00610051
2251051342507114513181085032038055045010 380                      00650054
2251052243305416116213115002002075065023 230                      01120091
2251053244107712914153070005008034024    247                      00480038
2251054203313705408070040006021          029                      00060004
2251055205713305408078033005012002       119                      00060004
2251056206213520520302150008037105095055 120                      02360193
2251057207214419319258135016030095080048 130                      01880153
2251058207510516416252120014028095080030 238                      01250102
2251059208813505708084022009012003       239                      00050004
2251060209412811212147095017028050022    120                      00500040
2251061210714316016229115010026075055023 082                      01140093
2251062210711118218205130014043100080028 230                      01660135
2251063211010611212164110002014055025002 122                      00570046
2251064211912410612137080015022045019    120                      00380030
2251065215711814315206135019034095075010 123                      01120091
2251066216410610011140100019028060013    120                      00430034
2251067217512516817222150019019105090030 230                      01640134
2251068220115017017231125011011090070030 368                      01360110
2251069220610819219258140029029110100050 343                      01940158
2251070323014029325400180105105150140105 591                      05310450
2251071224113823425316115026026090080050 340                      02250180
2251072226811723222281150018027115095050 350                      02890237
2251073227610808010107065004004018001    122                      00180014
2251074232910516717193100009011070055017 230                      01050085
2251075237114417317228115024024085065035 340                      01310106
2251076229412815015212110007011070060013 240                      00950077
2251077201016407509104065006015013001    112                      00160013
2251078202617005007069036009012          019                      00050004
2251079203617811813150080011017038018001 120                      00460036
2251080204417721621305150013038115100070 230     050              02580211
2251081205717710711134095014022038015    120                      00460037
2251082205717118118279130013040100065034 123                      01640133
2251083208316808710103075011017022001    123                      00250019
2251084210015414615196125013033090065011 230                      01070086
2251085210715311112154090020027050020001 132                      00470037
2251086214518614715200130013023085075011 130                      01120090
2251087219018519219267130017029095085040 353                      01790146
2251088320016608608106105036048020001    114                      00290024
2251089220417716717242135028028095085030 240                      01460118
2251090228817216417216105007007080065024 138                      01060085
2251091230018307811102075009010017002    130                      00200015
2251092230419411713163100017017050024002 230                      00560044
2251093230418512313157100011016050034003 130                      00610049
2251094330417831728400160080085130115105 990                      05470461
2251095330617711210145080040040046028    350                      00370031
2251096230815307009089060002009003       110                      00130010
2251097232519312213174085011014055030003 148                      00510041
2251098232919806008074050015040          019                      00090007
2251099233220012513172100015023060042002 120                      00640051
2251100233417906909087038009009009       049                      00100007
2251101233819112816170100011025055040002 120                      00670051
2251102234019212413169070010015039032003 237                      00450036
2251103235315607209088050002004003       110                      00120009
2251104339019827625342170090090145130105 790                      04430373
2251105241518509911128070007024043013    358                      00300024
2251106241618818718242110007017060050038 358                      01420116
2251107243316706809086050011015004       110                      00110008
2251108244217621020300125006015100080039 470                      01980162
2251109248118206309084045005005002       138                      00090006
2251110248116712313151075018032044032001 389                      00480039
2251111249716916721229110013027070055030 340                      01180091
2251112349819911913156065018025030026003 378                      00340027
2251113202023919919261145014022120100050 240     043              02120174
2251114202924807509101037018021013001    133                      00120009
2251115208123305408083044006010001       122                      00060005
2251116208221910912159125012025085015002 122                      00630051
2251117208723519019252160016030130120055 238                      02210180
2251118208823309111128065015020025003    129                      00240019
2251119209723005208070050023023          119                      00070005
2251120209723809511135095011026040010    122                      00370029
2251121211423010016125090012043046013    120                      00400028
2251122212821919719246130020026110095050 237                      01870153
2251123215021916717244110018045070060025 250                      01210098
2251124215922712413178100010017050046002 120                      00620050
2251125216223013915170115035040075050003 240                      00910072
2251126217620807309107055004007011       120                      00140010
2251127217821012013173090008037044030    120                      00550043
2251128218122007209096060004012007       110                      00140011
2251129218422410912128085008014035014    168                      00420033
2251130218421807710097050009011014       122                      00140011
2251131222224611212135085008022042020    120                      00450036
2251132223923809308105070009015034005    110                      00260022
2251133226424816517212100028040070060018 233                      01080087
2251134226624907109087065007020002       110                      00150011
2251135227123213614177090002016060040003 132                      00660053
2251136227923705007075034009014001       019                      00050004
2251137227824808610108055015018016002    122                      00190015
2251138231224414815186140016020105065012 360                      01220099
2251139232923911112148085028028042023    230                      00440035
2251140234323310512151090011024048018001 130                      00420033
2251141235223310313142085019020047017    130                      00380029
2251142236824109511152075014023025007    240                      00300023
2251143238421207209089050005008007       110                      00120009
2251144240124909911148085005015035012    120                      00350028
2251145243724006709083040006012005       119                      00090007
2251146248021709411125065016020029006    120                      00260020
2251147248723010912126080011022046020    110                      00400032
2251148203329916016227140020023110090030 230                      01400114
2251149208729015616186120004017080050018 220                      01130091
2251150208827213014167100007011060030004 120                      00670053
2251151210626014214202120018035090055010 120                      00980080
2251152210728911212156095011021048030002 120                      00490040
2251153210929510912150105026050048025001 220                      00540043
2251154211625914215189125016019090060007 120                      01000080
2251155212526709511138095016020040010    122                      00370029
