29152 50 40140215001000323220815098148012010106200951700152116
2152001200702229230393180008018150135090 350                      05200421
2152002206902912414187100001010050030002 120                      00620049
2152003215002734035460190010037160150120 580     045              07310592
2152004221004120121319110012025080060035 353                      01640132
2152005234904323825388150012037110095070 263                      03060246
2152006235101311012151080010028035016000 233                      00410033
2152007235101306008120040010016006002    129                      00080006
2152008235301309210158080016040030008002 129                      00300024
2152009235901808812119075020025025003    110                      00260019
2152010236600211913204090021023050030003 233                      00530042
2152011238003816518222110015044085055020 248                      01180094
2152012238303121623271150020044120100075 263                      02600209
2152013239504217018224110010012080045020 343                      01190095
2152014240503717118257125016032085055025 333                      01410113
2152015248601913114171105019027050030004 253                      00730058
2152016248600320922270130012019090070030 343                      02050165
2152017249602819621253150027041110090040 233                      02190176
2152018212309725126317170009021150120075 340     040              03780305
2152019217106826432350150023030115100080 488     048              03630283
2152020219009814115178110020025080045006 24                       00870070
2152021219408812814172100012012050030002 230                      00650052
2152022226308308910133070007015030002    110                      00240019
2152023229109926327344140000015110095065 440                      03300267
2152024233205017919251130016024090050040 340                      01570126
2152025234108714115210105014024070045009 230                      00830066
2152026234907211813171060015023030018002 248                      00370029
2152027236008014316190115031050080040007 230                      00960077
2152028236709308610096050014014005       129                      00180014
2152029203213817316280150014040120085045 350  040                 01770146
2152030203712724726400160015018130090070 573                      03420276
2152031205614922123283150010023110085045 240                      02650213
2152032207511815617200115008019080050017 237                      01080086
2152033211510608710122065007011020007    168                      00220017
2152034215711519320286125012021090065035 350                      01720138
2152035219014906808081060005012003       110                      00130010
2152036221014913114198090007018055033006 120                      00620050
2152037221011714716189105014025065050008 120                      00900071
2152038221911811613183085015021050025003 120                      00470037
2152039221911607809183050015015015008004 029                      00150011
2152040227211212614165085004010045025001 120                      00540043
2152041229711511913154085008016055027001 220                      00490039
2152042230911220522312140007025095090050 463                      02160173
2152043233510307809102045008012018001    139                      00140010
2152044240411322023256150005019120095050 330                      02610211
2152045241211306808095060017017011       139                      00130010
2152046241713515617221110010025080050017 343                      01040083
2152047242311018620314130011025100085035 353                      01690135
2152048247412415920214090004018070040018 127                      00880068
2152049247711407909118055002023018001    129                      00160013
2152050248513205206091040006014004       129                      00060004
2152051200915712914171105021021080027003 340                      00710056
