10998 102016162      001101602222023276150007075120107     303731523105948280242
10998 102016162      002102100511012149120005070056030     184206505604738059050
10998 102016162      003106204914015184140017065086064     103711909905545106091
10998 102016162      00410760141992124216002108512310710061503627420806251243211
10998 102016162      00510900331181314214001307007204410071104208507405545076065
10998 102016162      00610890012152327816001408512711310041302732023706251283246
10998 102016162      00711030452012126114501007511209810051503725419105746228197
10998 102016162      008113504209410127125021085043012     104305004504940045039
10998 102016162      009114105008910117110023075033006     055204103604335037031
10998 102016162      010114902317318233170012095121101     303621917306654194170
10998 102016162      011115300320221254150012090116102     453326420005948240208
10998 102016162      012115703425326338160011080134123     872744531406251391341
10998 102016162      013117700307609105070014044011000     195102001702722019015
10998 102016162      01411900480881011611504207503300510291004504103704537037031
10998 102016162      015119900318419222150022075111095     403721917105948196170
10998 102016162      01612060491021114311501408504702010291104305404704537051043
10998 102016162      017121302219220260150011070113098     403723918305948212183
10998 102016162      018122801611312133125007080060035     104507006104940065056
10998 102016162      019124904511713153125013065063039     103407506604940068058
10998 102016162      020102608915416223135010085089071     203713911305343129111
10998 102016162      02110480761661817215001508510408610221303717914305948161139
10998 102016162      02210420620840912510501306002600110211085303503004134031026
10998 102016162      023110808221222252180014095142126     303735126107058304267
10998 102016162      024112905313314169140010075082058     104410809105545097084
10998 102016162      025113407515817212145020090098079     203715712805746143123
10998 102016162      026114509009811157105014080040015     104404504104134043036
10998 102016162      027115407208409138110011070027001     084203603204335033027
10998 102016162      028115508306908099100025060007000     004402402003932020017
10998 102016162      02911970510991116311503406504401720141104205104504537046039
10998 102016162      030120207612413172135018075073049     103709007805343082071
10998 102016162      031101513319220267150007070113098     403723918305948212183
10998 102016162      032101914215617183150023070100080     203515812905948139120
10998 102016162      033104113916618212150011080104086     203717914305948160138
10998 102016162      034105211114315179150018090094071     203313411105948120104
10998 102016162      035106812118319238170019090125107     203724719206654216189
10998 102016162      036107310217819223170027095123104     403523318206654205179
10998 102016162      037108012615617196160016090107085     203416813806251150130
10998 102016162      038109313608009117070023034014000     155202101902722021016
10998 102016162      039110311710812134120010055054028     104606205504738056047
10998 102016162      04011121381081212911500804705202710542105306005304537053045
10998 102016162      041112010515316220135007060089070     283513611205343123105
10998 102016162      04211341431902022315001308511209710432303623418005948211183
10998 102016162      04311411301161313508502205004302610421205405004403327050041
10998 102016162      044117713721022258150009070118104     603728721305948253219
10998 102016162      045118310517519239140013065100084     503718514605545166142
10998 102016162      04611911291361516613501508008105910441204310809205343099085
10998 102016162      047120214410111121120021085048020     104405504904738051043
10998 102016162      048120612611012141120023055056030     204606505604738058049
10998 102016162      049122414712413153125018060068045     204508407304940076065
10998 102016162      050124010216217207130012046089072     303714811805142131112
10998 102016162      051100619310211145105015065043019     104604904304134046039
10998 102016162      052101016507709106090010065015000     105202602303529024019
10998 102016162      053109816410612146100009065044021     204505004403932048040
10998 102016162      05411231522602730118000908015214010402602752937107058450395
10998 102016162      055113217816217195150016090103084     203717113705948154134
10998 102016162      056118115405807081070024034000000     005101301002722011008
10998 102016162      057121018914516187140010075088068     303612710605545115099
10998 102016162      058121616416417209145020095100082     203716813505746156135
10998 102016162      059100022123324294160014105131118     403737627206251341297
10998 102016162      060103422919721241170020100130113     203728621806654253220
10998 102016162      061106123320822235190011085148131     403735526607461301265
10998 102016162      062106320308209114105012040024000     104503402904134029024
10998 102016162      063107024317819218160017085116098     304321917106251194168
10998 102016162      064108920724926299190014070159145     502751136307461426375
10998 102016162      065108823914115169160014095099074     203313811506251123107
10998 102016162      066112424915116182145021090095074     204614411705746131113
10998 102016162      067112922417118198160020105113094     203720216006251184160
10998 102016162      068114922123024295160012070130117     503236626606251319277
10998 102016162      069116523420421250170021085132116     303730623106654267234
10998 102016162      070117121715617200160026080107085     203616813806251148128
10998 102016162      071121221913815167160024090097071     303713311206251117102
10998 102016162      072122324517218204140019080099083     304517914105545164141
10998 102016162      073123120807609104085018040013000     104402402003327021017
10998 102016162      074100526014716173140017100089069     204513210905545122105
10998 102016162      075101627118920233160011085120103     503724619006251219190
10998 102016162      076109225720221232170022075131115     303729922606654259226
10998 102016162      077111327717819210160012055116098     403721917106251187162
10998 102016162      078119126826027296160019070135125     601747033006251407355
10998 102016162      079119529909010108080011048025005     104703002603126029024
10998 102016162      080124325021823256180022085143128     402737127407058318279
10998 102016162      081124728114616199150024075095073     303713811605948123106
10998 102016162      082101033921022245160019095126111     403730622706251274238
10998 102016162      083103034912113151130036075069044     204708307305142076065
10998 102016162      084103931322223274170017075136122     503736426706654313274
10998 102016162      085105933719521221150018080114099     503724618805948221190
10998 102016162      086108234620221254180018090139122     602731723907058275241
10998 102016162      087112130024025293190015085157143     502747534007461402354
10998 102016162      088116133024325283190016080157143     602748634807461410362
10998 102016162      089118834112514148140018080077051     204709508305545086074
10998 102016162      090101137408910123120008070036006     104704404004738039033
10998 102016162      091106139414916182140018070090070     304713411105545121104
10998 102016162      092109537815416186150029090099079     204315512605948140121
10998 102016162      093110235416017121170041100115093     203518915306654167146
10998 102016162      094111639012413164150035095082054     204710108705948091079
10998 102016162      095112637017118221150021095106088     403718915005948173150
10998 102016162      096116038413414187140020070083059     304210909205545098084
10998 102016162      097117336719420267170020100129112     303727721106654246215
10998 102016162      098118335411913155140020095073045     204408707605545080068
10998 102016162      099118739418720193150020080112096     304422717605948203175
10998 102016162      100119939015016197140026085091071     304213711205545125108
10998 102016162      101120536720021262170018095131114     353729422306654259227
10998 102016162      102123035824025274150017075124113     403737526905948333288
