22239 202012136      00110040351461621314000805509807520021202715111805545114097
22239 202012136      00210160181021113610000804005002320011203106104703932043036
22239 202012136      00310180491091215612501006006903730301103108506504940059050
22239 202012136      00410320301251418011500805507204920081103609707604537072061
22239 202012136      005203600506808109055000008007000     044101701202118012009
22239 202012136      00610480491221317912000407007404820071203709707604738073062
22239 202012136      00710500390981114511501106505502110061003106604904537045038
22239 202012136      00810500170991113611500606005502220091203106705104537046038
22239 202012136      00920580080991115810000002404000820081283105903803932042033
22239 202012136      01010680211321419514000507009206520111383112910105545095082
22239 202012136      01110710101521622013500806509707520101502715512205343122105
22239 202012136      01210810331721821414501106011009010101502620216005746164141
22239 202012136      01321080131221319911000002105503210151373109005904335067054
22239 202012136      01411100401001113210500905505102220161103106204704134044036
22239 202012136      01511220071751925112501205009607920131402717814104940149127
22239 202012136      01611290351391521912500006008506310171373512509804940096081
22239 202012136      01710430221681822513001206009807930161302517413805142144123
22239 202012136      01821490021121215310000001605203010171183107204703932052041
22239 202012136      01911640381111215110501204705903330202473107405704134053044
22239 202012136      02011700171581722415501506011309020222672718914906050145125
22239 202012136      02110730441131214211501405006603820191303208306304537059050
22239 202012136      02211770000790913708501205002300020202195103302503327023019
22239 202012136      02311900000891013811001105504300810221073105404104335036030
22239 202012136      02412010351141217611502006006703910253273708406404537061051
22239 202012136      02512050261191314710501103906304010243343108206304134060050
22239 202012136      026122501508109104095021055029000     003103902903730027022
22239 202012136      027124303209310131085003042037011     243104403403327032026
22239 202012136      028102308408910114090007050035007     004104403303529031025
22239 202012136      02910280600700809409001005001200010301004102902103529019016
22239 202012136      03010340501191315912000705007204630062303409407204738067057
22239 202012136      03110370951411522112500806008606420321573712810004940099084
22239 202012136      03210470751361520413502106509106610311473613010105343097083
22239 202012136      03310540921071213212001505506503410311773107906104738055046
22239 202012136      034106306107509096100012050021000     474103602703932023019
22239 202012136      03510740830851011711002004003800310371193105003704335031026
22239 202012136      036107506310812152120018060065035     243508006104738056047
22239 202012136      03710890821451620413501607009407130631203114311305343111095
22239 202012136      03810970990981113713501708006402520371003107705805343052044
22239 202012136      03911010530971113511002007005101920141103106204704335043036
22239 202012136      04011020701351517313500807009006510391373712810005343097082
22239 202012136      04111100891351517713501808009006530421353112810005343098083
22239 202012136      04211230781351518013501707009006510411203612810005343097082
22239 202012136      04311420931151315812001406007004230441103108906804738063053
22239 202012136      04411440761281419011001506007104830431373109707504335074062
22239 202012136      04511570900810911111501805503500010431003104703604537030026
22239 202012136      04611570551571721415002206510908630211302718014305948140121
22239 202012136      04711680710881011910000805003800640481104104803603932032027
22239 202012136      04811770861551721015501506511208820471302618314406050140121
22239 202012136      049118006208309121105018050034001     004104503404134030025
22239 202012136      05012070771661823013001004909707820512503717013505142138118
22239 202012136      05112100921311416313001606008506030532673111809205142088075
22239 202012136      05212230590710810408500504601300010541184102702003327019015
22239 202012136      05312240861471623113501105509507240543302514711505343112096
22239 202012136      05412270771271419312001704807705210533403110408004738076064
22239 202012136      055100810511613167110010050065039     203408306404335060050
22239 202012136      05610121501621721615001007011108920571302718915005948151130
22239 202012136      05710181411121215413002007007404210561103109207205142065055
22239 202012136      058102612309010131100022060040009     003104903703932034029
22239 202012136      05910391120991113712001607505802320601103107005304738048041
22239 202012136      06010501251671822213502107010108220591802518014205343148127
22239 202012136      06110541441541621814501208010508210601403717013305746135116
22239 202012136      06210651230991116111001006005302120601104106404804335044037
22239 202012136      06310711021531619913500707509707610371302715712305343125108
22239 202012136      06410821241431519713001007009006720651202613510705142106091
22239 202012136      06510831261321418612000907007905610641503111008604738085072
22239 202012136      06611091381351519813000807008706210671303712409605142094080
22239 202012136      06711121141892024815001708011809930681602724019205948208179
22239 202012136      06811241011621722115003007511108930671402418915005948152131
22239 202012136      06911281220961113113002506006002110671103107205505142047040
22239 202012136      070113114009911143120025060058023     103107005304738047040
22239 202012136      071114414609811142110035040052020     203306304704335042035
22239 202012136      072114712312614186120018050076051     303710307904738075063
22239 202012136      073118214308309114110020050036001     101504703504335031026
22239 202012136      07421431441151215112002202205502910751103709005904738066053
22239 202012136      07521981211331416911001202305203020741173110306804335078063
22239 202012136      07612171091251418212501405007905320511403710508304940076064
22239 202012136      07712261421141216213001106507504430792473409507305142067057
22239 202012136      07812301170590707507001503500000030792095101501102722011009
22239 202012136      07912351291131214810501104606003530782473107605804134055046
22239 202012136      08012441130550706606501603200000010791094101200802521009007
22239 202012136      08110081651111214512000706006703820561573108406504738059050
22239 202012136      082101318713515183130019080087062     303612409605142095081
22239 202012136      083102317613014177135010075088061     303112209505343090077
22239 202012136      08410381891721822215502009011809620861402721517106050178155
22239 202012136      08510431601381518014001506509506910611373413910805545103088
22239 202012136      08610501910981114510001804504701810841455105704303932040033
