30429 237010116      001100702712016162130004060066051     203609106905142072059
30429 237010116      002101101609914143120035075047028     273105904404738048038
30429 237010116      003101903405008067060020050000000     195100900602319007005
30429 237010116      00410380241892523813500205509207810051503721916505343175143
30429 237010116      00510580421271716712003507006405130061303609207104738077062
30429 237010116      00610680500791110910000606002100020051004103302503932027021
30429 237010116      00730790330990915512003504504901320083304105804904738043037
30429 237010116      00810860351702225613500206508807420073603718013605343145119
30429 237010116      00910980100911314210004206503301310112294104203203932035028
30429 237010116      01031010431731621814502005509007040083602119615405746152127
30429 237010116      01111070131231716512500707006505140092283709107004940074060
30429 237010116      01211120301181615710001206505003820102275106705203932058046
30429 237010116      01311120020530807904500904000000010111195100800501814007005
30429 237010116      01411300201201616711000806505604310151303507705804335064051
30429 237010116      01511390250821212211001708002700130142203103902904335032025
30429 237010116      01611450371181615512004308006004620171202708006204738068055
30429 237010116      01711520281151615911500807005604220161203407405604537061049
30429 237010116      01811660041231716812004307006204910212203108806704738072058
30429 237010116      01911700361201616513004107506605120202373509106905142074060
30429 237010116      02011840221201617913002007506605120213403709106905142074060
30429 237010116      02111840101361817611501706006505320203454110107704537083067
30429 237010116      02211900130961412411001107004102130213104105103904335042033
30429 237010116      02311860370711109910001007501100010241095102702003932022017
30429 237010116      02411970391151615613004207006304720261203608306405142067054
30429 237010116      02512020101181616912500607006204820273103108406504940069056
30429 237010116      02632100440640609510004107000000030241075102501903932016014
30429 237010116      02712130091351817912504105507105810253203610808304940087070
30429 237010116      028121402507511111100010075016000     104103002203932025019
30429 237010116      02912360430951313611002006504002030333224105103904335041033
30429 237010116      03012290460500806807000205000000020551095101100702722009006
30429 237010116      031123700106109097095014075000000     095102001403730016013
30429 237010116      032123801413919207135004075078064     301712309505343100082
30429 237010116      03312430321001415311000406504402610292283205504204335045036
30429 237010116      034100905909614150080006042030016     271503702803126032024
30429 237010116      03510330851101514610000404604603320361203105904503932049038
30429 237010116      03610430801151616511004505505304020351203707005404335058046
30429 237010116      03710470911131615911000806005203930361203106805304335056045
30429 237010116      038104905505509074070007049000000     095101300802722010007
30429 237010116      03910740900791110211000707002300010711103103602804335029023
30429 237010116      04010840730781111008501805501700010411173102702003327023018
30429 237010116      04110840550861212709504206002700620102104203602803730030024
30429 237010116      04211150540741111110504206501600010101095303002304134025019
30429 237010116      043112008111316149120005065057042     201707405804738061048
30429 237010116      044112905112016153120009085061047     203608406404738070057
30429 237010116      045113108208012118105045080023000     194103602604134029023
30429 237010116      046114407408512120110015065030005     101104103104335033026
30429 237010116      047114608805308075065007045000000     195101100702521009007
30429 237010116      04811600780641008409504106000200020503095102201503730017013
30429 237010116      04911610930851213210001606502700420502474103702803932031024
30429 237010116      05031690691891726316001904011008530483402125819706251196166
