50233 241012214      00120070031060915512500006506203320051103708005105139061051
50233 241012214      00220110240990913511500406005202230042103106604104736049041
50233 241012214      00320080450920912711500307004501320042104105803704736044035
50233 241012214      00420120351211016513500106507805250022503110807005542084071
50233 241012214      00520280041341118114000006008806530061273613308805743105088
50233 241012214      00620300211171015313000106507304640082103109806405340076064
50233 241012214      00720340451221015812500005007304940082203110106605139078066
50233 241012214      00820450331761321715000107511109250102202722415806247186160
50233 241012214      00920470110770810509500206002100020102095103502303929026020
50233 241012214      01020500220940911411500206004701530082003106003804736045037
50233 241012214      01120610210900911111000206004100930132084105303404534040032
50233 241012214      01220620421341116513000107008206040152203112408205340098083
50233 241012214      01320700121441119512000205508006130142202712808604937102087
50233 241012214      01420750221231017512000003007104830132103109806404937074062
50233 241012214      01520800421401117014000307009106940122103514309505743115097
50233 241012214      01620880410840810010500003103300220152035104502904333032026
50233 241012214      01720900041251016114000006008405730182103111807705743092078
50233 241012214      01821080021361119015000007009607120193103714609606247117099
50233 241012214      01921180061040913913000004206303220183304108105205340060050
50233 241012214      02021280410900911010000304503700910213095104803104131035029
50233 241012214      02121290441221014113500005507905330203183110907205542085071
50233 241012214      02221180081111013913500205507104220182103409305905542071059
50233 241012214      02321380230900912111500004204301020221104105503604736040033
50233 241012214      02421490411461120813500306009007030262203714709905542118101
50233 241012214      02521600151050913113000106006403320262183108205205340062052
50233 241012214      02621650291020914013000105006102930242103407804905340058049
50233 241012214      02721730051111015513500007007104230301183209305905542072060
50233 241012214      02821750210690709410000104501000030261005103002004131021017
50233 241012214      02922020421931425417000005513011050642202729621307053245211
50233 241012214      03021920091641221116000006011409340271282721314606650173149
50233 241012214      03122160230910912709000205503400930333004304402903728033027
50233 241012214      03222160020970913011500204805001910301074106304004736047038
50233 241012214      03322200340890814012000006004400930313184105803604937042035
50233 241012214      03432300440991116712000005505001240352995105804904738043036
50233 241012214      03522390251361118515000006509607130361103714609606247116098
50233 241012214      03622400111010913413000205506002810351004107704905340058048
50233 241012214      03720000580910911913000205505001310403004106404205340048039
50233 241012214      03820040831010912111500205505402410393004106804404736051042
50233 241012214      03920100841131016012500004006804130383103608905805139067056
50233 241012214      04020120541871321814500205011009240373882723917105945196169
50233 241012214      04120170971000911711000504405002220391183106404104534047039
50233 241012214      04220530991171014012000104706704330433184109005904937069058
50233 241012214      04320590901411119313500004208806720423202613909305542108092
50233 241012214      04420580811301117413000004008005740122173511707705340090075
50233 241012214      04520660850850811211000003803500320433174104803104534035028
50233 241012214      04620780651361118415000006509607140473103114609606247116098
50233 241012214      04720800731531221516000207011008750463103718912806650154131
50233 241012214      04820890880690708510000306501000030472195103002004131022017
50233 241012214      04920910700970912412000304805202030472104106604204937049040
50233 241012214      05021020881000915012000306005502440522104107004404937052043
50233 241012214      05121070531821325216000105212010040162202725317906650207178
50233 241012214      05221130951991426015500206012010230502302728420606448237204
50233 241012214      05321350671231015214000206508205630551173111507405743090076
50233 241012214      05421380991411118616000205510507950863103316511006650132112
50233 241012214      05521420791131014714000306007604520531183709906405743077064
50233 241012214      05621460581261017414000206008405830241103411907805743094079
50233 241012214      05721600960860812712000306504000530601004105403504937040033
50233 241012214      05821680671030913611500205005502740561129107004504736052044
50233 241012214      05921700841301117315000505009306640602103713508906247106089
50233 241012214      06021710981271017515000103709106340592181113108606247100085
50233 241012214      06121720550940912812000206504901620633104106204004937047038
50233 241012214      06221780720900912012500105004701140632024106003905139044036
50233 241012214      06321830571471120316000105510808340613102617611806650142121
50233 241012214      06421940520900912911500405004301030633004105503604736041033
50233 241012214      06521980690930911711500103704601420671174105903804736043035
50233 241012214      06622040560860811312000205504000520642004105403504937039032
50233 241012214      06722090841050913012000303505903030652123107604804937056047
50233 241012214      06822260561020913212500203005902820692193107504805139055046
50233 241012214      06922410580830812312000105003600130702104105003204937037030
50233 241012214      07022420691070913812500105506303420692083108105305139062052
50233 241012214      07122440840740809911000203602000030722004103702504534026021
50233 241012214      07222480961401117914000006509106920712103614309505743114097
50233 241012214      07320121361661221115500103611109120752303720914606448167144
50233 241012214      07421471041090912312500305506503631092103108405405139064054
50233 241012214      07520131221211015113500403807805220732103110807005542082069
50233 241012214      07620341061161016512500203707004420772103509306005139070058
50233 241012214      07720451141761322515000202011109240762302722415806247176151
50233 241012214      07820681110910912613000106005001340802004106404205340048039
50233 241012214      07920711341951423617000103613011140821401730121807053245212
50233 241012214      08020801130890812913000306004701040821004106203905340046038
50233 241012214      08120861010950914012500406005201830832103106604305139050041
50233 241012214      08220921141961425514500004311109530832333626018705945211182
50233 241012214      08320971011211016514000206008105440822004111207305743087073
50233 241012214      08421261201121016014000104807504420852203109806305743075062
50233 241012214      08521311211661222214500004210408530842303719613605945157135
50233 241012214      08621381091000913713500006506202730872004107805005542060049
50233 241012214      08721481121281016013000205007905640862103311407505340088075
50233 241012214      08821541381701320516000006011609540892203522615706650184158
50233 241012214      08921621311131016213000106507004240882104109206005340072059
50233 241012214      09021681461351117313500006508606341151103113008505542103087
50233 241012214      09121761171101013312000205006303630922134108205304937062051
50233 241012214      09221781311411117315000006009807450912103715510406247123105
50233 241012214      09321891131731320517000005012410340912203624717207053201172
50233 241012214      09422071100960913511500105004901820952194106203904736046038
50233 241012214      09522171081541222315000003410408220963103617912206247141120
50233 241012214      09622311081731322617000005512410320953102724717207053202173
50233 241012214      09722381491671223716500003011909711183203122615706851180155
50233 241012214      09820051531471120715000102710107810731203616511106247129110
50233 241012214      09920091870650710007500101700300021001005102001403123014011
50233 241012214      10020221981371117213500002008706421212283413208805542100085
50233 241012214      10120601922041424316000101812510721252602730622206650245212
50233 241012214      10220881851161016613000203507204541032103609606205340073061
50233 241012214      10320881730970911712000302405202021042003106604204937047039
50233 241012214      10421001751060914012000103006003231062103107704904937056047
50233 241012214      10521041991101015012500306006503741342103108505505139065054
50233 241012214      10621111731281016513000303307905631042103111407505340087074
50233 241012214      10721221681861324016000306512110241092302726218606650218188
50233 241012214      10821221521131016013000202707004231093203709206005340069057
50233 241012214      10921341531421117915000106009907541083473515610506247125106
50233 241012214      11021431871301117015000106509306631112203613508906247107090
50233 241012214      11121551871050912714000106006903521102103108805605743067056
50233 241012214      11221651680920912013000304805101431141003206504205340048039
50233 241012214      11321671820820809711500405003300141112005104703104736034028
50233 241012214      11421771721291017014000004608606131121103712508105743096082
50233 241012214      11521871521271015415000103409106340901103613108606247100085
50233 241012214      116220416608008100085000032022000     081103402203526024019
50233 241012214      11722181870940910310000303304101311452004105203304131038031
50233 241012214      11822311571701322015000203510908920972203721214706247168143
50233 241012214      11922421700730808509000003001500031202105103102003728021017
50233 241012214      12022461801151014513000202707204431192103709506105340071059
50233 241012214      12120132061531217713500002809307321002303715910805542124105
50233 241012214      12220212481681222114500002010508631242401720013905945156135
50233 241012214      12320292260830811510000002903000121211173204202704131030024
50233 241012214      12420362480670709308500102800600021222104102501603526017013
50233 241012214      12520482091561223014000004009707731262403517111605743135115
50233 241012214      12620512220980912011000204504902021252204106204004534045037
50233 241012214      12720552400620707808500102400100021283195102101403526014011
50233 241012214      12820592491961424115000104011509841273402726919406247218188
50233 241012214      12920652301711323014500104810608731272302620614405945166142
50233 241012214      13020872231111014111000104005803431312104107604804534057047
50233 241012214      13121002141341118012500004607905841323303111907905139092077
50233 241012214      13221032241211016513000103707505031313303610406805340079066
50233 241012214      13321112121010913411500407505402441352104106804404736052043
50233 241012214      13421182001451120514000406009307231053302715110105743121103
50233 241012214      13521202121201016214000304508105331332203111107105743084071
50233 241012214      13621372041361116514000105508906631372202413609005743107090
50233 241012214      13721442140960912512000004005101921362104106504104937047039
50233 241012214      13821592401261018113500104408105631402203111507605542089075
50233 241012214      13921612061471121715000005010107831371202716511106247132113
50233 241012214      14021682301030914510500003605002531382104106404104333047039
50233 241012214      14121712400750810510500107002000041382004103702404333027021
50233 241012214      14221812410690709310000106501000031442004103002004131022017
50233 241012214      14321802310550708108000305000000031421005101601203325011008
50233 241012214      14421882440730809811000007001800031422004103702404534027021
50233 241012214      14521942002881840017000102714513061463402158746607053488428
50233 241012214      14622002200560707706000203500000011453095101200902519009007
50233 241012214      14722022410960913011500005004901821442104606203904736046038
50233 241012214      14822112420900913006500103502400621472225103102002720024020
50233 241012214      14922132150650709209000104500400021452095102401703728017013
50233 241012214      15022172281161015613500005507504731513103710006505542077065
50233 241012214      15122212381171016411500104006504131503204108605604736066055
50233 241012214      15222242190940913711000103404501531502204105703604534041034
50233 241012214      15322422451101014210000003705203011821104106804404131051042
50233 241012214      15422412070940910510000402904101311521104405203304131038031
50233 241012214      15520062901321118512000002007505441842103511007304937083070
50233 241012214      15620252991161017012500104007004441573103109306005139070059
50233 241012214      15720292911050915111000003905402841583103106904404534051043
50233 241012214      15820372851471119811500004507706031573203712708504736100086
50233 241012214      15920412961111014312000005006403751902103608305304937063052
50233 241012214      16020442681331119412000004707505541582283411207404937087073
50233 241012214      16120582800770810709500104102100031621124103502303929025020
50233 241012214      16220672891020912810500105505002341632174106304004333048039
50233 241012214      16320703001501219313000005008806941972303614810005340118100
50233 241012214      16420712690830810111000203503300131651014104603004534033027
50233 241012214      16520912881521220914500405009907841682302717011505945135114
50233 241012214      16620912991241016413500006508005551652203111207305542088074
50233 241012214      16721022621161014513000303507204511692103109606205340073061
50233 241012214      16821032851351118914000103008906541652203113408805743103087
50233 241012214      16921132631411120414000203209206931672203714409705743111095
50233 241012214      17021192771241016013500203808005531692203211207305542086072
50233 241012214      17121202981361117714500206009306831721103114109305945112094
50233 241012214      17221302951361120514000305008906631712183713609005743106090
50233 241012214      17321392542071426217000505513311531381402733324307053278241
50233 241012214      17421712661501221414000006009507441753483116010805743128109
50233 241012214      17521752781701321115000004510908931743303721214706247170145
50233 241012214      17621772531070913911000006005603051742104107204604534055046
50233 241012214      17721872761571221315500007010808651793203119113006448156133
50233 241012214      17821872541010915014000005506503051442003108305305743062052
50233 241012214      17921982741581220414000004509807831773303117511905743139118
50233 241012214      18022032861451118616000003110708251792302417311506650135116
50233 241012214      18122282681451120413000103008706731822202714009405340108092
50233 241012214      18222332551060914311500103805703031812103107404704736054046
50233 241012214      18322422951301118612500203207705512181101111307405139085072
50233 241012214      18420013301401118012000203607805931853183712208204937094080
50233 241012214      18520033181451119012500105008306431843183113509005139107091
50233 241012214      18620083401521222113500005009307321873202715810705542125106
50233 241012214      18720093291431120013500006008906831863253114309605542113097
50233 241012214      18820163091301118811500106507105131562203310406804736082069
50233 241012214      18920193310840813009500005002900221873185104102703929030024
50233 241012214      19020343000940912210500205004301441592104105503504333041033
50233 241012214      19120403381591219412500102408807031923203715810805139122104
50233 241012214      19220443481281017112500204407605421913203111007305139084072
50233 241012214      19320453070710809508500304001100031941125102701803526019015
50233 241012214      19420483240800812710000004202600021912344104002604131028023
50233 241012214      19520573040660708907000103800400021631025102001302922014011
50233 241012214      19620773321281016512000303107305121993104110607004937080068
50233 241012214      19720793100930914309000004003601131633004104603003728034028
50233 241012214      19820803440950912911500202004801721962084106103904736043036
50233 241012214      19920853241681221414500105010508651963202720013905945161139
50233 241012214      20020933471441118313500006509006952282203114409705542116098
50233 241012214      20120943151000912212000307505502421993004107004404937053044
50233 241012214      20221073131351118714000305508906532011103513408805743106089
50233 241012214      20321123381511221614000206009607522041172716210905743130110
50233 241012214      20421073480500707307500303600000022002095101201003123008006
50233 241012214      205213034605507073090005040000000     095101801403728012009
50233 241012214      20621503302101529215000006011810222092302730222106247252217
50233 241012214      20721563131301127815000206009306632083203113508906247107090
50233 241012214      20821583111441127815000205010007612073473116110806247127108
50233 241012214      20921623271191016713500204007705022062103110506805542080067
50233 241012214      21021853041591220315500005510908722121202719513306448158135
50233 241012214      21122003150830811310500205003100132123005104402804333032026
50233 241012214      21222073201701323115000305510908942143283521214706247172146
50233 241012214      21322073320700809310000204701200032122095103102104131022017
50233 241012214      21422113121551220115000506010408242123183118212306247146124
50233 241012214      21522183300560707606000003800000032161095101200902519009007
50233 241012214      21622203330790810211500304702900032151004104502904736032026
50233 241012214      21722233111221015813000004007605132143104110506905340080067
50233 241012214      21822353070740811509000304501600022191085103102103728022017
50233 241012214      21922353100560706907000302500000022181095101401102922010007
50233 241012214      22022433241741322814000303110308512203203720414305743162139
50233 241012214      22122433411511220915000204210208022203973117411706247137116
50233 241012214      22220073851491119911500002907806122232203713008704736101086
50233 241012214      22320253921431120612000104407906022222373112708504937099084
50233 241012214      22420283681151016012000004006604122253203108805604937066055
50233 241012214      22520343581511221114000105509607522243203516210905743129109
50233 241012214      22620463771511219713000003908907022272203115110105340118100
50233 241012214      22720663831711324413500003709808112262202719213405542153130
50233 241012214      22820913611181016413000103707404722002103610006505340075063
50233 241012214      22921073670990912312500104005602422281104107104505139052043
50233 241012214      23021103951521223112000103608206512331971714009504937110093
50233 241012214      23121233750860811710500105003500412321094104703004333034028
50233 241012214      23221283591101016112000204006303622312103508205304937061050
50233 241012214      23321313920890811811000205004000822371004105303304534038032
50233 241012214      23421443730990914712000303305402312353104106804304937050041
50233 241012214      23521443800760809511000105302300022343004104002604534028023
50233 241012214      23621443930720809708500204901300032373004102801903526020016
50233 241012214      23721513861941428014000403710709132363402624617605743199171
50233 241012214      23821773651941423714000203410709132391382424617605743198171
50233 241012214      23922013771851323414500302510909222402402723516705945187161
50233 241012214      24022043581361116213000203908306122392203512608305340097082
50233 241012214      24122413861921425714500303311109412391301625118005945201173