10543 135011075      001100701222023256120004038091080     672725218504738226192
10543 135011075      002103102306207080085008045002000     004101701403327014012
10543 135011075      00310530091331418213000706008506310041472710008505142090077
10543 135011075      00410670141281416412000803407705510031473208607304738076064
10543 135011075      005107704017719207130007055094079     302717613805142159135
10543 135011075      006108901509911146120013047063028     103605304704738046039
10543 135011075      007110403308009116095005047034000     001202902603730026021
10543 135011075      00831270000650808708002902900000010101194102101603126013010
10543 135011075      00911300451841924112500705009207810101502718314304940166142
10543 135011075      01011340221141216511001005506604130081103606305504335059049
10543 135011075      01111520251231317010001005006304310101373506605703932063053
10543 135011075      012115604707308094080007044020000     154402101803126019015
10543 135011075      013116700612313166105006044066046     201706906004134065054
10543 135011075      014119304308109111100020037037000     073103102703932027022
10543 135011075      015120102116918219110012044079065     572713510804335126106
10543 135011075      016123200506307081065008030003000     001101401102521012010
10543 135011075      01710120921111212708500803905003010191473204704103327045037
10543 135011075      018101507006508090070006028006000     174101501302722013010
10543 135011075      01910360851922024013000704709608320331402720715905142185158
10543 135011075      02010400611071215110501005006003311211103205404704134049041
10543 135011075      02110590551601721411500804308106610201303712810404537117098
10543 135011075      022107709211513136090006036054034     173605204603529050041
10543 135011075      023109109606708080085014036011000     074102001603327016013
10543 135011075      024110506314015196120005042080061     103710208504738092078
10543 135011075      025111007111813154120007055073048     083407306404738066056
10543 135011075      026113807311012166095011045055033     103605104503730048040
10543 135011075      027116508411312139105012048062039     101705905104134055046
10543 135011075      028120507517719216120006045087073     202716212704738147125
10543 135011075      029120705308510119085009030035004     103502902603327026021
10543 135011075      030122907808510112090007055037004     053403102703529028023
10543 135011075      031123905810512133095006030053028     173404704203730043035
10543 135011075      032101211508309109095004033037002     103603002803730027022
10543 135011075      03311050331771922312500705009107610191472716913304940153130
10543 135011075      03410671401801921712000604908807410351302716813104738154130
10543 135011075      03510891411231317511500804807205010341203507606604537070059
10543 135011075      036110211810912162110008055063037     001705805104335053045
10543 135011075      03711221411131215111500704506804210581103406405604537058049
10543 135011075      038114111508610127095010042040005     241103202903730029024
10543 135011075      039115513007308110070010033018000     471301801602722017014
10543 135011075      040115711010011114095007039050023     183104303803730040033
10543 135011075      041110710909310129100006047049016     101603903503932036030
10543 135011075      042121213612514167115007050073051     101707806804537072060
10543 135011075      04312291151111215511000505006403910441103506105304335055046
10543 135011075      04412301050830911910001605503900210431003103202903932029024
10543 135011075      045100816108309121105010050041002     103103403004134030025
10543 135011075      046101318412914171120007060077056     173208807404738080068
10543 135011075      04710271791601718214001005509908010481372715512605545137118
10543 135011075      04810271581431516111500805007806010471573710208504537094080
10543 135011075      049114517907909115100015055034000     004103002603932026022
10543 135011075      05010491991371517913001005508606510521302510709005142095081
10543 135011075      051306016008009113090013033015004     281103102603529022017
10543 135011075      05230651971101214911502504707501620501253106705604537051041
10543 135011075      053108317212514177120008065076053     273408207104738076064
10543 135011075      05410861961281417312001006007705510501253708607304738079067
10543 135011075      05511121791611721213500806009507810571302715112305343136117
10543 135011075      05611211971211313910500703306504410571203306705904134061051
10543 135011075      05711321821351516911500804607605720551203509107704537083070
10543 135011075      05811361541331418712001006007905810371103709207804738085072
10543 135011075      059115217208910134085014036038009     101103102803327029023
10543 135011075      060116319708910121075006036034008     203102802502924027021
10543 135011075      061117616809010132100010046046012     001603703303932034028
10543 135011075      062118619108409116090008037036003     001603002603529027022
10543 135011075      063119517209511118105010030052020     103104303904134037031
10543 135011075      064119715411312149105008050062039     101505905104134055046
10543 135011075      065111519307809104050005023017000     101401501302016016012
10543 135011075      066123216408710115090010040039006     001703202803529029024
10543 135011075      067124318605907116050006026000000     071101000802016009007
10543 135011075      068100222210612165095006038054029     203704804203730044036
10543 135011075      069101323008109114085008040031000     003102602303327024020
10543 135011075      070102120707108092095010050020000     001102402003730020017
10543 135011075      071103224210612158100005041056031     203705004403932046038
10543 135011075      072104422208109110100005050037000     003303102703932027023
10543 135011075      07310622410820911409000604403400110751103102902503529026021
10543 135011075      07410702211651820312000704508507010521402714211304738128108
10543 135011075      07510782480891011508500803403800910731103203102803327029023
10543 135011075      076110424106908090080015042014000     004101901603126017014
10543 135011075      077120922414215173120010060081062     271710608804738097083
10543 135011075      078114423014115195125005050084064     242710809004940097083
10543 135011075      07911582131221316310500504406604510801203206805904134064053
10543 135011075      08011712221051214610000704605603010791203704904403932046038
10543 135011075      081119024308710102090010044039006     004303202803529029024
10543 135011075      082121422712514137110010037070049     671707506504335068057
10543 135011075      083124124808610120085018040036005     001502902603327027022
10543 135011075      084124922210812144090007039052029     103704704103529044036
10543 135011075      085100326608409123085009041034003     573202802503327026021
10543 135011075      086102727205607082070013026000000     004101300902722010008
10543 135011075      087103029314115181125008044084064     302710809004940096082
10543 135011075      088104728210512154100006050056030     103304904403932046038
10543 135011075      089103926207208099088008047020000     003102301903428020016
10543 135011075      090107426812514160120010055076053     202708207104738074063
10543 135011075      091108628714215185115002047078060     402710108404537093078
10543 135011075      092110828510311116085008032047024     103404103603327039031
10543 135011075      093112628706808080065004027010000     074101501302521014011
10543 135011075      094115825510011120085010039045021     101603803403327037030
10543 135011075      095116127811412152110010050066041     101706305504335058049
10543 135011075      096120627208610129095005027040005     003203202903730028023
10543 135011075      097121025117318213130005031094078     402716813305142147125
10543 135011075      098100132508710102075003028033005     103702602302924025020
10543 135011075      099100634507609099075008031023000     173102101802924019015
10543 135011075      100101433408209115080006033031001     003502602203126023019
10543 135011075      101103732005507075075007037000000     044101301002924010008
10543 135011075      102105531814115183120013042081062     102710308604738093079
10543 135011075      10310753050871011210500804104600810911103203703304134032027
10543 135011075      104111431815116192115005039080063     301711409304537103087
10543 135011075      10511383430780911008501103802800011281003102502203327022018
10543 135011075      106114431009210123085009039041012     273303303003327031025
10543 135011075      107115132606708083070012034009000     004101601302722014011
10543 135011075      108117334714315206115005049078060     382710208504537094080
10543 135011075      109118030612914180110010038071051     103708006804335073061
10543 135011075      11011803240921013109500704704501411111003103703303730034028
10543 135011075      11111943251031112810500803905802911101103305004404134045038
10543 135011075      112120630014415183115008030078061     502710408604537093078
10543 135011075      113121334917619239135005037098082     401718114205343157134
10543 135011075      114124732212013165090009031056037     201705705003529054044
10543 135011075      115101238806007095070010024000000     003301401102722011009
10543 135011075      116103035906808092090010034014000     003702101803529017014
10543 135011075      11710343921471618709500503406505111181402708907403730085070
10543 135011075      11810493811151315210000703806003811171203505805103932054045
10543 135011075      11910533501301416412000703607805611201302708907604738078066
10543 135011075      12010653600830911609501003703700211191003103002803730027022
10543 135011075      121107239008309116085007042033002     003702702503327026021
10543 135011075      122108736805907077075005029000000     001101401102924012009
10543 135011075      123109538907108103075003035016000     574101901602924017014
10543 135011075      124110735413715159110012040073055     201709007604335082069
10543 135011075      125110937411913163110012045068045     102706805904335063052
10543 135011075      126111139806608092075010033008000     003101701402924015011
10543 135011075      127112939409110108085005035040011     153403202903327030025
10543 135011075      128113035410512139100007044056030     102604904403932045038
10543 135011075      129114637206508081090013050007000     003102001603529016013
10543 135011075      130116137108610120090009033038005     003403102803529028023
10543 135011075      131118239505807078070017024000000     084101301002722011008
10543 135011075      132118838411513144100009036060038     102705805103932054044
10543 135011075      133119235909611131095009036048019     104204003503730036030
10543 135011075      13412303821141215910500504506303911351103206005304134056047
10543 135011075      13512403961511620413000905009007111341202712910505142115098