20742 125014125      00110050191331416409000202905904010021303308406603529066055
20742 125014125      00210220032022123711000803408407320011402719615604335178150
20742 125014125      00310250361671821412500303809007310042402716613104940134114
20742 125014125      00410340301281418311001004007004510032203109707504335072060
20742 125014125      00530560060600610405500601100600110061284101300902118008006
20742 125014125      00630780211261220007501901904202820081473205604702924043035
20742 125014125      007108004608710106080013040032004     103403802803126027022
20742 125014125      00810960281551718410500703707405720092302712409804134101085
20742 125014125      00931000370620709006501401400800010082195101601202521010008
20742 125014125      010113801409010117070005021030005     371603402602722025020
20742 125014125      01131640081081113708501601604701410121283504804103327036029
20742 125014125      01211720201541618409501003006605110111302711108703730093077
20742 125014125      013121701113515164110006029072050     471710508104335078065
20742 125014125      014224001310812126075003010040015     003605103302924037029
20742 125014125      01510070610861011608500605003300310171084303902903327028022
20742 125014125      01630190500650707707002102100100010031104101801402722011009
20742 125014125      01710200721902026212500804109408020181772720316104940174148
20742 125014125      01810310840931012711000404205001220171004105704404335038032
20742 125014125      01910520821651822810500203607606010181503613710804134115096
20742 125014125      020107406918219223130022037097081     501719615605142164140
20742 125014125      02131160671311317310501801804502510222373208306904134063052
20742 125014125      02211210771281415410002003706404110212773708806803932067055
20742 125014125      023114108510011160090023030046017     503505304103529038031
20742 125014125      024216805607108095045000002010000     101101501001814011009
20742 125014125      02511830801922024711001004408307120261422718014404335163138
20742 125014125      02611860931371520812001006507905620251373411609104738091077
20742 125014125      02712030621862022013501205010108530291602721116905343179153
20742 125014125      02812030991441519911501805007805710291303712109504537096081
20742 125014125      02912050841341416911000203207204920281303110308004335078066
20742 125014125      03012240730881012310001503704100510312283104803603932032026
20742 125014125      03112330661952127611001502208307210302772618514704335162136
20742 125014125      03210041061311417510500504906804510152273709607504134074062
20742 125014125      033103013210411144085008039045019     101705404103327040033
20742 125014125      034104010407709105100005050028000     103503802803932025020
20742 125014125      035106214206508090090008037006000     004102401803529016013
20742 125014125      03610661121661820213000905509407520372402717013505142139119
20742 125014125      03710661231201318711000503706704010362253408706704335063053
20742 125014125      03810791181191317510000703906003510361103507806003932058048
20742 125014125      03911161361741822213001404009507820421502718314605142150129
20742 125014125      04011271141371519412000905007905620411273611609104738089075
20742 125014125      04111301031351517010000403106604510401684109507403932074061
20742 125014125      04211351421531620012500707008706720631323314511404940118101
20742 125014125      04311401141431519512500606508506110401202713010304940102087
20742 125014125      044115012409410127075018033035009     395104003002924030024
20742 125014125      045215611808510118065002008028010     104403002002521021016
20742 125014125      04611921171621721711500403608206510481501714511504537118100
20742 125014125      04712131161171316511000505506503710481253308406504335061051
20742 125014125      04811141431601721712001005008506720471722114911804738122103
20742 125014125      049113110520321264135003034103090     602724219305343209179
20742 125014125      050113313111112138085008035048025     774106004603327045037
20742 125014125      051113514811012128090005031051025     304206204803529046037
20742 125014125      05210051731271418408500302405403510531603407405703327058047
20742 125014125      05310211801421519413000205508806320542772713410505142102087
20742 125014125      05410321711501621811000303107605720532673212309704335097082
20742 125014125      05510501791541620811500403608006220561573713510604537107091
20742 125014125      05610601651972123813000504309908520571502722217805142193165
20742 125014125      05710721741371518212000804607905620561103311609104738088075
20742 125014125      05810891901431519811000605507405420731103711409004335092078
20742 125014125      059110216219621246140008043106092     502723819005545202173
20742 125014125      06011211961902025713000606009808320743612121116805142184158
20742 125014125      06111241861571720412500106008806920603473215011904940122104
20742 125014125      06211281681261416211500605507204620611103509907604537073062
20742 125014125      06311461621371518214000704409306530642203413610605545099084
20742 125014125      06411541721942024413500606510208810632302722518005343199171
20742 125014125      065115515008710111080003034032004     375103802803126026021
20742 125014125      066116019915517228125007050088068     201714811604940117099
20742 125014125      06712121751571723213000005509207120681203615612405142125106
20742 125014125      06812231631511620011500705008006020671303113010204537105089
20742 125014125      069102723719821241140012048107092     572724119305545208178
20742 125014125      07010562301241318111000804406804310711403609107204335068057
20742 125014125      07110702300881010308501204103500520721104104103103327029023
20742 125014125      07210792131381518410500705507004920732203310408104134083069
20742 125014125      07310902141811922213000305009608120722202719515505142165141
20742 125014125      07411222021331419613000305508505710603283612109505142090077
20742 125014125      075114823720121273135006041103090     771723819005343206177
20742 125014125      076119420323525310140000050111101     761731525305545293252
20742 125014125      07712052431711822813501006509808020931603618514705343154132
20742 125014125      078123220322223305140005050110098     702728823105545262226
20742 125014125      07912402402152331014000503810909710771403727422005545241207
20742 125014125      080100029211513162105020055062034     673107806004134057048
20742 125014125      08110202831731824112501006009107510821402717513904940149127
20742 125014125      08210412841411517711001004607405320833304211208804335088074
20742 125014125      08320502832072131613000000709707710823772524116605142199161
20742 125014125      08410812602132226712501604409708610853753424119404940220188
20742 125014125      08510932732072226614000505010809520843602725920705545227195
20742 125014125      08610982941681821213000705509407630852473617413805142143122
20742 125014125      08711132971201316412000506007304310861203109507304738069059
20742 125014125      08811262841471620813501007509306910891302714711505343115099
20742 125014125      08911352971321419712000904807805210881303411008604738082070
20742 125014125      090114226807609100065008034017000     274102401802521018014
20742 125014125      091116629115016215125006055086065     373714011004940111094
20742 125014125      09211812651621723612000804008606810931403515112004738123104
20742 125014125      09311982661852024714500506010809110921672722518005746189162
20742 125014125      094122026009711142105007050051016     304205904504134041034
20742 125014125      095122928516317217130015050093074     501716613105142134114
20742 125014125      096123926209410139055005017025007     105202902202118024018
20742 125014125      097100033416718218115010055083067     772715312104537129109
20742 125014125      098201730511512155120012026067043     083509005904738067054
20742 125014125      099102732809410123100013055046012     103105304003932037031
20742 125014125      10010373371271416311001005006904521021383509607404335072060
20742 125014125      10110403221101216311501206506503211021202507906104537057048
20742 125014125      10210413370921012710500607004701021001103105404104134038032
20742 125014125      103105832009310125090004046041010     101404703603529034028
20742 125014125      10410833401821923112500605509307811162402718915004940163139
20742 125014125      105208830806608098050002010003000     004101501002016010008
20742 125014125      106112034318720247140017060105089     602722117605545188162
20742 125014125      107112932312113157115006050070042     273309207104537067057
20742 125014125      10811543321862025413502006010108511092602721116905343181155
20742 125014125      10911623431271416312500904807905131082604210908404940078066
20742 125014125      11011753471671820913001004309407621091673417313705142139118
20742 125014125      111118631016718243130010060094076     771717313705142142121
20742 125014125      112200437716417233115000015076060     201715010004537117095
20742 125014125      113101936010111134090010055046018     183305404103529040033
20742 125014125      11410483641431518412001005008105911151303712509804738097082
20742 125014125      11520663890961111908000201303501121141174104503003126031025
20742 125014125      11610743511671821012000705008707021041873216012604738132112
20742 125014125      117111039218419253125013041093078     673719315404940164140
20742 125014125      118114339119220280140016070106090     772723018305545201173
20742 125014125      11911643611571721313501107009507421091473716212805343131112
20742 125014125      120118036409310112095018049043010     165104903803730035029
20742 125014125      121118339914015170130016050087062     671713110305142098084
20742 125014125      122121035516918238120019050087071     481716212804738136115
20742 125014125      123122139717719242115003034085070     602716713204537141118
20742 125014125      124323736108308117070018018020005     284302502202722018015
20742 125014125      125323939305706073055021021000000     195101200902118007006